id,name,city,reg,customer
74342-82181,Safeway-Windsor,Windsor,US,Megan Warren
75611-83180,Intrawest Winter Park,Winter Park,US,Robert Robinson
6946-209745,Hwy 24 & Morning Sun Drive,Woodland Park,US,Bradly Fisher
74343-83660,Safeway-Woodland Park #1578,Woodland Park,US,Charlotte Silk
76780-100176,Target Ansonia T-2249,Ansonia,US,Freda Gomez
7508-9452,Avon Marketplace,Avon,US,Terrell Palka
14543-118984,"Bethel, Big Y Plaza",Bethel,US,Marni Miller
9423-96855,Bloomfield - Gillete Ridge Plaza,Bloomfield,US,Dennis Robinson
7485-6527,Branford,Branford,US,Anne Muller
75705-85405,Travel Ctr-New Haven,Branford,US,Rose Decker
22995-226726,Bridgeport Steelpointe Harbor,Bridgeport,US,Victoria Melton
7645-18919,Bristol Plaza,Bristol,US,Pearlie Long
2962-237666,Linwood Plaza,Colchester,US,Stella Johnson
7824-2544,Cos Cob,Cos Cob,US,Debra Spivey
14159-108196,Danbury Fair Mall,Danbury,US,Christy Gallant
7288-797,Danbury,Danbury,US,Debbie Mcdaniel
7484-6526,Mill Plain Road,Danbury,US,Lowell Glenn
28576-249788,Teavana - Danbury Fair,DANBURY,US,Jeffery Madhavan
22943-210770,Danbury - Route 84 at North St.,Danbury,US,Jonathan Brown
7230-546,Darien,Darien,US,Edward Mccrea
76958-138444,Target Killingly T-2432,Dayville,US,Lori Paxson
10948-103486,"Derby, New Haven Ave",Derby,US,Kattie Perkins
9292-93762,East Lyme,East Lyme,US,Earl Wells
19270-137587,Stop & Shop-East Lyme #665,East Lyme,US,Dennis Robinson
7883-66420,Enfield,Enfield,US,Thelma Rice
24144-235965,Elm Street Enfield,Enfield,US,Richard Gonzales
16976-171604,Follett-Fairfield University,Fairfield,US,Ellen Berardino
10264-99992,"Fairfield, Boston Post Rd",Fairfield,US,Vicki Ramirez
72572-101779,Stop & Shop-Fairfield # 673,Fairfield,US,Denise Reinoso
7668-7210,"Fairfield, Black Rock Turnpike",Fairfield,US,Tammie Denniston
11678-225704,Westfarms Mall L1 Center Court,Farmington,US,Kimberly Lee
7616-25549,"Farmington, Route 4",Farmington,US,Charles Greene
28590-249797,Teavana - West Farms,FARMINGTON,US,Ruth Crabtree
7300-1155,"Glastonbury, Somerset Square",Glastonbury,US,Nancy Houston
4195-138768,Stop & Shop-Glastonbury #605,Glastonbury,US,Linda Orr
10949-102507,"Glastonbury, Hebron Avenue",Glastonbury,US,Mariano Nein
7913-89402,Granby,Granby,US,John Eager
806-1538,Greenwich,Greenwich,US,Dennis Plascencia
829-1539,Putnam Plaza,Greenwich,US,Buford Eisele
73758-97513,Stop & Shop-Groton #682,Groton,US,Bert Williams
72248-29336,Mystic Marriott Hotel & Spa,Groton,US,John Hall
11782-104678,"Groton, Rte. 1",Groton,US,Betty Atkins
2747-89401,Hamden,Hamden,US,Chris Gonzalez
25329-240524,Hartford Hospital,Hartford,US,Amanda Hardy
7306-1044,"City Place, Hartford",Hartford,US,Wade Hughes
75175-76721,Marriott Hartford - Lobby,Hartford,US,Wallace Alder
20166-195944,Foxwoods Resort Casino,Ledyard,US,Clifford Cho
3857-141555,Target Lisbon T-2433,Lisbon,US,Phyllis Wing
7701-45639,"Madison, Boston Post Road",Madison,US,Christopher Williams
6999-91101,"Manchester, Spencer Street",Manchester,US,Matthew Little
10500-101168,"Manchester, Deming St.",Manchester,US,Margret Milton
29676-254345,Target Manchester T-1249,MANCHESTER,US,Richard Moten
28221-250111,Teavana - Shoppes at Buckland Hills,Manchester,US,Cynthia Callaway
851-1540,Manchester,Manchester,US,Anthony Johnson
21689-195069,Price Chopper Storrs # 243,Mansfield,US,Barbara Carter
29950-223725,Foxwoods Tanger Outlets,Mashantucket,US,Jorge Riley
10020-99457,"Meriden, S. Broad St.",Meriden,US,Eric Hayes
76547-95715,Target Milford T-2045,Milford,US,Blanche Joyce
10353-100691,"Milford, Boston Post Rd.",Milford,US,Andrea Gullion
9601-97421,"Monroe, Rt 25",Monroe,US,Eugenia Mckinney
73725-107088,Stop & Shop-Montville #678,Montville,US,Eva Ventura
7654-20620,Mystic Outlet,Mystic,US,Maria Muse
27566-247184,Central CT State University,New Britain,US,Jordan Dawson
23934-234364,Target New Britain T-1289,New Britain,US,Amy Dennis
877-1541,New Canaan,New Canaan,US,Margaret Avent
2851-92703,New Fairfield,New Fairfield,US,Stella Johnson
11903-105685,"New Haven, Chapel Square",New Haven,US,Jerry Taylor
7461-6530,"Chapel Street, New Haven",New Haven,US,Christopher Williams
10190-99994,New Milford,New Milford,US,Refugio Griggs
7751-62419,"Newington, Main Street",Newington,US,Ella Book
11342-104577,"Newington, Berlin Tpke",Newington,US,Jonathan Flowers
7482-6529,"Newtown, Church Hill Road",Newtown,US,Florence Hoffman
7752-62421,North Haven,North Haven,US,Conchita Bates
76268-90407,Target North Haven T-1916,North Haven,US,Kelly Thompson
7864-83541,"Norwalk, Dansk Plaza",Norwalk,US,Robert Parker
9493-97222,"Norwalk, Rte 7",Norwalk,US,Maria Martin
23639-218124,"Norwalk, Darinor Plaza",Norwalk,US,Marshall Walker
19356-195704,"Norwich, CT",Norwich,US,Charles Lott
7986-2241,"Old Saybrook, Main Street",Old Saybrook,US,Helen Bell
7388-1372,Orange,Orange,US,Christopher Duncan
76307-79814,Target Orange T-1955,Orange,US,Beverley Glover
25608-239097,Price Chopper Oxford # 248,Oxford,US,Eartha Rhoads
2850-92920,Plainville,Plainville,US,Daniel Marino
7287-1158,Ridgefield,Ridgefield,US,Eugenia Mckinney
815-1542,Thruway Shopping Center,Riverside,US,Pamela Rowton
7836-81480,Rocky Hill,Rocky Hill,US,Ella Book
13783-109047,"Seymour, Rt. 67",Seymour,US,Lovie Sorrentino
9641-97804,"Shelton, Crown Point Center",Shelton,US,Thelma Harley
9640-96852,Simsburytown Shops,Simsbury,US,Mariano Nein
7367-799,Southbury,Southbury,US,James Galinis
8645-94463,"Southington, Queen Street",Southington,US,Chris Gonzalez
76990-137600,Target Southington T-2434,Southington,US,Ruth Crabtree
11172-104313,Stamford Town Center,Stamford,US,Noma Hanavan
7366-1264,Ridgeway Shopping Center,Stamford,US,Brian Winston
7477-1934,Stamford Library,Stamford,US,Joanne Ruddock
76269-80253,Target Stamford T-1544,Stamford,US,Louis Lopez
805-1543,Stamford,Stamford,US,Antonio Bartlett
14466-113795,West Stamford Plaza,Stamford,US,Robert Robinson
28318-250022,Teavana - Stamford Town Center,Stamford,US,Lisa Poteet
7863-83540,Storrs,Storrs,US,Kimberly Ferrell
9265-96045,"Stratford, Barnum Avenue",Stratford,US,Jason Lindner
27921-248884,Price Chopper 156 Torrington,Torrington,US,Troy Rowell
76851-113958,Target Torrington T-2305,Torrington,US,Joshua Yeadon
28525-249883,Teavana - Trumbull Mall,Trumball,US,Jane Clark
76306-93245,Target Trumbull T-1956,Trumbull,US,Laura Pistilli
7252-547,Trumbull,Trumbull,US,Eartha Rhoads
76967-137802,Target Trumbull West T-2361,Trumbull,US,Robin Anguiano
75540-48279,Mohegan Sun,Uncasville,US,Troy Rowell
27448-247649,Vernon,Vernon,US,Dorothy Wheeler
27435-247554,"Wallingford, CT",Wallingford,US,Margaret Boatwright
76705-98089,Target Waterbury T-2156,Waterbury,US,Wade Hughes
24865-239185,Waterbury West Main Street,Waterbury,US,William Marin
27538-247115,Crystal Mall,Waterford,US,Piper Brown
7633-20221,Watertown,Watertown,US,Jerry Hughes
848-1792,Bishops Corner,West Hartford,US,Mary Eiselein
853-1791,LaSalle,West Hartford,US,Alfredo Turner
22967-176905,Univ. of Hartford Library,West Hartford,US,Peter Wilkins
7740-60999,Corbin's Corner,West Hartford,US,David Petri
73804-101784,Stop & Shop-West Haven #696,West Haven,US,Carol Jamerson
14745-119504,"West Haven, Saw Mill Road",West Haven,US,Gary Smith
4196-138149,Stop & Shop-Westport #653,Westport,US,Kevin Murphy
7505-247007,"Westport, Post Road East",Westport,US,Andrea Gullion
804-1790,Westport,Westport,US,Charles Pratt
8644-93763,Wethersfield Route 99,Wethersfield,US,Ethel Shull
7580-11036,"Wilton, River Road",Wilton,US,Michael Segal
76679-104731,Target - Windsor T-2213,Windsor,US,Tracy Rose
8646-93508,"Woodbridge, Litchfield Turnpike",Woodbridge,US,Thelma Rice
70055-131064,Bolling AFB - Commissary Mall,Bolling AFB,US,Gary Smith
7676-20500,15th & K,Washington,US,Wilbur Berry
75238-85016,George Washington Univ Hospital,Washington,US,Amy Dennis
7369-1383,International Square,Washington,US,Jama Pierce
11036-103474,Capital Gallery,Washington,US,Ray Perry
7877-83860,"Adams Morgan, Columbia Road",Washington,US,Albert Hancock
13235-105606,Van Ness - UDC,Washington,US,James Galinis
23852-232305,Giant - Washington DC #2379,Washington,US,Helen Borghoff
10229-99170,24th & M Streets,Washington,US,Margaret Bernhardt
10725-100383,"901 New York Avenue, NW",Washington,US,Carl Eoff
723-2014,Spring Valley,Washington,US,Charles Holmes
17827-160146,"First & M, NE",Washington,US,James Bonnet
76882-100073,Target Columbia HeightsT-2259,Washington,US,Daniel Montalbo
10439-100821,500 New Jersey Ave.,Washington,US,Pura Regan
19851-75281,"9th and O, NW",Washington,US,Stephen Mccurdy
7569-238095,1304 F Street,Washington,US,Michael Saunders
7759-93448,Union Station Train Concourse,Washington,US,John Hayes
7689-49699,9th & G,Washington,US,Constance Dowell
7299-184944,Chevy Chase Pavillion,Washington,US,Dorothy Wheeler
24497-238087,"Federal Triangle Metro, 12th Street",Washington,US,James Sanders
7685-38819,16th & U Street,Washington,US,Verda Hawkins
70302-137284,Georgetown University - Leavey Cent,Washington,US,Willie Ross
7765-52560,15th & I Streets,Washington,US,Paul Hohlstein
7610-17294,"Capitol Hill, DC",Washington,US,Thomas Grasser
7237-703,3122 M Street,Washington,US,Jennifer Campbell
74866-97711,Safeway-Washington #4270,Washington,US,Cleora Kemp
8076-150985,Safeway-Washington #2892,Washington,US,Sarah Robertson
13641-108262,Washington Harbour,Washington,US,Richard Gonzales
79779-121145,Safeway-Washington #2737,Washington,US,Emily White
23466-230290,"Grand Hyatt, 11th and H NW",Washington,US,Stacey Moyer
74837-80532,Safeway - Washington #4205,Washington,US,Dawna Howell
7715-40480,21st & P Street,Washington,US,Laura Pistilli
7760-50439,Farragut Square,Washington,US,Ernest Pearsall
3716-145344,Safeway - Washington #693,Washington,US,Helen Borghoff
16039-167106,Harris Teeter-Washington Yards #383,Washington,US,Jack Chastain
21159-160244,"Cathedral Commons, D.C.",Washington,US,Faye Burrus
75425-107208,The Catholic University of America,Washington,US,Mary Lang
15122-156865,L'Enfant Plaza,Washington,US,Stacey Long
7572-13731,Foxhall Square,Washington,US,Karen Hurley
7815-75280,Howard University,Washington,US,Betty Martinez
15556-207969,Union Station Main Hall,Washington,US,Ida Thomason
7784-66360,Lincoln Square,Washington,US,Jacqueline Boyer
7845-71781,1429 P Street,Washington,US,Rachel Mckee
26030-243146,Brookland CUA,Washington,US,Mildred Paskey
722-970,Georgetown DC,Washington,US,John Gonsalez
719-1122,Liberty Place,Washington,US,Blanche Joyce
8666-86881,20th & E,Washington,US,Susan Curtis
75702-94031,JW Marriott Washington DC Lobby,Washington,US,Jerry Taylor
712-1120,Dupont North,Washington,US,Joseph Tong
7240-704,7th & H Chinatown,Washington,US,Brandon Davila
8759-86882,"Gelman Library, GWU",Washington,US,Rhonda Stock
7350-780,5185 MacArthur Blvd.,Washington,US,Johnny Harlow
21424-211944,American University - Mary Grayden,Washington,US,Esther Abeles
7865-54021,13th & U,Washington,US,Matthew Mcgeeney
17818-181024,1225 Eye Street,Washington,US,Mindy Hovis
2748-88141,16th & K,Washington,US,Alice Preston
74153-17931,Safeway-Wash DC #1276,Washington,US,Cassie Swenson
7892-52479,"Eastern Market, 8th Street SE",Washington,US,Amanda Blanchard
7415-1846,4513 Wisconsin Ave./Tenley,Washington,US,Frances Inouye
11480-104696,"22nd & M St., NW",Washington,US,Ada Goddard
74453-17932,Safeway-Wash DC #1445,Washington,US,Rodrick Garrett
2749-50420,7th & E,Washington,US,Jamar Taylor
13234-107243,"Columbia Heights, 14th Street",Washington,US,Betty Jacob
702-1112,Dupont Circle,Washington,US,Rick Oden
23832-233225,6th & H,Washington,US,Russell Gaither
20275-204207,Safeway - Washington DC #2808,Washington,US,Apolonia Danley
8665-89460,22nd & K Street,Washington,US,Ted Carrell
735-968,1730 Pennsylvania Avenue.,Washington,US,Pamela Ruggiero
9793-98465,3rd & D,Washington,US,Martin Chauvin
70004-26515,Marriott at Metro Center,Washington,US,Summer Ezzell
20918-194705,77 H,Washington,US,Margaret Martin
716-1121,"14th and G, NW",Washington,US,Ida Chery
7632-26887,2300 Wisconsin Ave.,Washington,US,Robert Gandy
7172-150404,Safeway-Georgetown #2912,Washington,US,Mitchell Zamora
25880-242727,"Takoma DC, Carroll St",Washington,US,Federico Biron
726-2027,801 18th Street,Washington,US,Stanford Morgan
11247-103892,"1110 Vermont Ave., NW",Washington,US,Julio Puentes
715-1119,Chevy Chase Circle,Washington,US,John Hayes
7762-62959,National Zoo,Washington,US,Robert Lee
10898-102107,"Navy Yard, M Street SE",Washington,US,Lucille Stanier
9392-95294,"6th & C Street, SW",Washington,US,Charlie Mendoza
49899-271484,Renaissance Hotel,Washington,US,Joshua Johnson
72453-5260,DCA - Wash Nat'l-Reagan-Level 1,Washington,US,Elizabeth Heinrich
7281-766,1734 L Street,Washington,US,Stacey Moyer
725-2024,DuPont South,Washington,US,Debora Lopez
11869-105617,The Portals,Washington,US,Michael Lee
21772-214865,2001 L St,Washington,US,Clement Horton
728-239264,1401 New York Ave II,Washington DC,US,Lorraine Rodriguez
22797-220545,DCA B63,Washington DC,US,Charles Greene
22473-220544,DCA B35,Washington DC,US,Edward Baltimore
74239-38379,Safeway-Dover #1763,Dover,US,Jack Chastain
25349-240547,Dover,Dover,US,Jackie Barragan
25465-241066,Greenville Powder Mill Square,Greenville,US,Katie Chamberlain
19208-197884,Hockessin,Hockessin,US,Marion Wilson
10899-102736,"Middletown Crossing, DE",Middletown,US,Francine White
79396-97468,Giant-Millville #389,Millville,US,Myrna Burkes
75735-94538,Delaware House Travel Plaza,Newark,US,Emily White
2947-92700,Glasgow,Newark,US,Robbie James
74565-76061,Safeway-Newark #4030,Newark,US,Nellie Rhodes
8187-151764,Target Christiana T-2764,Newark,US,Peter Harrison
28585-250251,Teavana - Christiana,Newark,US,James Laidlaw
18203-186064,University of Delaware - Smith Hall,Newark,US,Bobby Sisneros
7789-69284,University of Delaware,Newark,US,Terry Harris
25599-241155,Delaware House Travel Plaza Cafe,Newark,US,Richard Weekes
74731-97006,Safeway-Rehoboth Beach #2706,Rehoboth Beach,US,Peter Collard
14253-117484,301 Rehoboth Ave.,Rehoboth Beach,US,Elizabeth Heinrich
73836-100578,Harris Teeter-Selbyville #327,Selbyville,US,Nora Webb
76335-95673,Target Brandywine T-1146,Wilmington,US,Hilary King
23270-228345,Wilmington Nemours Building,Wilmington,US,Megan Warren
7591-12893,Kirkwood Highway (DE),Wilmington,US,Marjorie Tuplano
7775-57239,Marsh & Silverside,Wilmington,US,Parthenia Farnsworth
24488-231484,Justison Street - Wilmington,Wilmington,US,Lisa Poteet
48486-263338,Acme - Pike Creek  #7826,Wilmington,US,David Agudo
48666-257226,Market St.,Wilmington,US,Laura Ioele
79761-98319,Safeway-Wilmington #3040,Wilmington,US,Wendy Sepulveda
11037-97631,W SR 434 & Springs Centre Blvd,Altamonte Springs,US,Helen Johnson
28608-249873,Teavana - Altamonte,Altamonte Springs,US,Steven Jones
24857-232566,Target Altamonte Springs T-647,Altamonte Springs,US,Merry Pitt
8475-31199,434 & Orange,Altamonte Springs,US,Edith Randall
11387-105395,Renaissance Center,Altamonte Springs,US,Douglas Jim
29952-254207,Safeway - Altamonte Springs #3304,Altamonte Springs,US,Carl Eoff
11956-98744,Bear Lake Rd & SR 436,Apopka,US,Vickie Maroon
9907-98589,US 441 & Hiawassee Rd,Apopka,US,Sandra Raygosa
8316-5449,Biscayne & 191st St.,Aventura,US,Paul Clemons
8275-1577,Aventura Mall- Upstairs,Aventura,US,Elaine Jusino
8566-79262,18299 Biscayne Blvd,Aventura,US,Francine White
49266-238016,Turnberry Isle Miami,Aventura,US,Benjamin Walker
22364-193144,Trolley Car Café - Disney's Hollywo,Bay Lake,US,Eugenia Perez
9517-95430,S Conway Rd & Hoffner Ave,Belle Isle,US,Kevin Richards
8248-696,Shadowood Square,Boca Raton,US,Antonia Thompson
10354-100248,Clint Moore Rd & US Hwy 441,Boca Raton,US,Rodrick Garrett
8235-1067,Palmetto Park & Powerline,Boca Raton,US,Jo Bowlin
8588-85183,Yamato Rd & Congress Ave,Boca Raton,US,Phyllis Kang
8257-191205,Federal & 5th,Boca Raton,US,Grace Roth
11388-105377,Boca Town Center Mall - First Level,Boca Raton,US,Ellen Abram
28345-249734,Teavana - Town Center Boca,Boca Raton,US,Christy Smallwood
11605-102741,Boca Town Center Mall Terrace,Boca Raton,US,Richard Walker
8334-12112,7777 Glades Road,Boca Raton,US,Kristi Rappa
8307-7052,Shoppes at Boca Center,Boca Raton,US,David Bruns
8261-1535,Mizner Park,Boca Raton,US,Mitchell Zamora
8262-1068,Addison Court,Boca Raton,US,Elizabeth Heinrich
8354-4092,Glades Plaza,Boca Raton,US,Laura Fulton
75289-44839,Florida Atlantic University,Boca Raton,US,Robert Parker
22555-220044,US 41 & W Terry,Bonita Springs,US,Howard Stitt
76473-97108,Super Target Boynton Beach ST-2067,Boynton Beach,US,Daniel Degasperis
13563-107228,Gateway Blvd & Congress,Boynton Beach,US,Debbie Mcdaniel
8805-94142,Boynton Beach & Congress,Boynton Beach,US,Maria Gulick
17947-179784,Hypoluxo Road & Congress Avenue,Boynton Beach,US,Thomas Grasser
76749-106133,Super Target Boynton Beach Southeas,Boynton Beach,US,Bobby Goode
13236-104290,Manatee Ave & 59th St,Bradenton,US,Mitchell Britt
11248-103874,SR 70 & I-75,Bradenton,US,Jeffery Madhavan
19070-191185,SR 64 & I-75,Bradenton,US,Amie Rosales
13874-109745,Lakewood Ranch Blvd & Main St,Bradenton,US,Laverne Moreno
11679-105826,US 41 & Manatee Ave,Bradenton,US,Madonna Bethea
3485-91461,75th St & Cortez Rd,Bradenton,US,Antonio Bartlett
26774-244572,SR 70 & Lockwood,Bradenton,US,Lola Cauthen
8541-186204,US 41 & 53rd Ave,Bradenton,US,John Marrs
28248-249766,Teavana - Brandon Town Center,BRANDON,US,Paul Vicente
14074-114624,Brandon Town Center-South,Brandon,US,Hazel Reavis
8549-72560,Brandon Town Center Dr.,Brandon,US,Stephen Walker
76151-93558,Target Brandon T-812,Brandon,US,Sheryl Starr
8534-52580,SR 60 & Grand Regency,Brandon,US,Charley Browne
10355-98749,SR 60 & Mt Carmel,Brandon,US,Carlos Sloan
8592-221244,Brandon Town Center - Food Court,Brandon,US,Raymond Baillie
10192-98751,SR 50 & Mariner Blvd,Brooksville,US,Sarah Robertson
13317-103549,Tyndall & 7th,Callaway,US,Christine Sadowski
16887-175725,Target Cape Coral T-1454,Cape Coral,US,Leo Buchmeier
11607-242367,Veterans Pkwy & Surfside Blvd,Cape Coral,US,Lorraine Johns
11783-104279,Pine Island Rd & Pondella Rd,Cape Coral,US,Danny Ferguson
29496-248064,Del Prado Blvd,Cape Coral,US,Dawn Brewer
21921-207684,Cape Coral Pkwy,Cape Coral,US,William Marin
76810-111305,Super Target Cape Coral North ST-23,Cape Coral,US,Irene Martinez
75824-102331,South Seas Resort Entrance,Captiva,US,Daniel Degasperis
76464-97608,Target Casselberry T-898,Casselberry,US,Jeffery Richardson
9516-95434,SR 436 & US 17-92,Casselberry,US,Betty Prada
10231-97300,SR 436 & Howell Branch Rd,Casselberry,US,Darrell Guzman
11396-105347,Front St & Bloom St,Celebration,US,Jo Bowlin
76113-79324,Super Target Clearwater ST-1820,Clearwater,US,Robert Weathersby
13709-108226,Ulmerton & 40th,Clearwater,US,Blanche Joyce
29670-140451,Hilton Clearwater Resort / front re,Clearwater,US,Elaine Jusino
8603-84240,Countryside Blvd & Hwy 19,Clearwater,US,Antonia Gates
8447-27969,N McMullen Booth & Enterprise Rd,Clearwater,US,Bradly Fisher
18691-181784,Gulf-to-Bay & Belcher,Clearwater,US,Peggy Finney
8594-87964,Countryside Mall - First Level,Clearwater,US,Yvonne Nichols
2924-78341,Gulf to Bay Blvd & Clearwater Mall,Clearwater,US,Michael Hans
8379-19581,433 Cleveland Street,Clearwater,US,Marni Miller
28447-249941,Teavana - Countryside Mall,Clearwater,US,Brian Winston
11249-103362,SR 50 & Hancock,Clermont,US,Betty Prada
76103-78187,Super Target Clermont ST-1519,Clermont,US,Thomas Grasser
13969-109205,US Hwy 27 & Cagan Crossings Blvd,Clermont,US,Debbie Mcdaniel
24560-224084,Cocoa Beach & Banana River,Cocoa Beach,US,Robert Martinez
75752-95744,Sheraton Four Points Hotel,Cocoa Beach,US,Pamela Rowton
13493-105160,Lyons Rd & Wiles Rd,Coconut Creek,US,Gloria Lancaster
9701-85182,Sawgrass Rd & Lyons Rd,Coconut Creek,US,Tom Berhe
8254-137084,Cocowalk,Coconut Grove,US,Wallace Alder
19877-200964,Bayshore Landing,Coconut Grove,US,Edwin Parker
28233-250056,Teavana - Village of Merrick Park,Coral Gables,US,Robert Hurley
75245-80249,U of Miami - Richter Library,Coral Gables,US,Sabra Smith
8228-993,The Miracle Building,Coral Gables,US,Esther Abeles
8256-1382,South Dixie,Coral Gables,US,Janet Johnson
19812-107345,University of Miami / Student Union,Coral Gables,US,Sharon Dodge
11784-104774,475 S Dixie Hwy,Coral Gables,US,Ryan Slater
28627-249969,Teavana - Coral Square,Coral Springs,US,Joan Pauling
22184-214324,Coral Square,Coral Springs,US,Debra Spivey
76831-108131,Target Coral Springs NW T-2265,Coral Springs,US,Ernest Heller
76905-98112,Super Target Coral Springs T-2146,Coral Springs,US,Beverley Glover
17006-169464,Sample & 441,Coral Springs,US,Alana Olsen
8281-1647,Trade Center,Coral Springs,US,Michael Lee
8494-62181,Holmberg and Coral Ridge Drive,Coral Springs,US,Billy May
14328-112944,SR 85 & Redstone Ave,Crestview,US,Thomas Nichols
19033-185564,Point Royale Shopping Center,Cutler Bay,US,Richard Walker
11040-103663,Southland Mall,Cutler Bay,US,Mona Winston
76888-122708,Target NE Polk County T-2366,Davenport,US,Pamela Plunkett
21823-206684,2145 S University Drive,Davie,US,Rosaura Boggs
9695-91811,Griffin Rd & University Dr,Davie,US,Stephen Mccurdy
76368-97220,Super Target Ft Lauderdale/Davie ST,Davie,US,Virginia Ludwig
2964-239093,Stirling Rd & University Dr,Davie,US,Robert Thomas
13970-109626,ISB & Clyde Morris,Daytona Beach,US,Stacey Long
8443-209184,A1A & Harvey,Daytona Beach,US,Tom Berhe
76336-89123,Target Daytona Beach T-688,Daytona Beach,US,Corey Vil
78092-119269,Embry-Riddle Student Center,Daytona Beach,US,Harold Reyes
28075-247866,Dunlawton & Peninsula,Daytona Beach Shores,US,Scott Paul
15488-157144,Target Deerfield Beach T-1337,Deerfield Beach,US,Esther Abeles
8426-38719,US 1 & Hillsboro Blvd,Deerfield Beach,US,Sabine Nunmaker
21215-181738,Hillsboro Blvd & Powerline Road,Deerfield Beach,US,Mariano Nein
76904-128673,SuperTarget Deerfield Beach W ST-20,Deerfield Beach,US,Christine Wicker
27185-241709,US 17-92 & Orange Camp Rd,Deland,US,Harold Toro
27030-239809,Atlantic Ave & Turnpike,Delray Beach,US,Joan Pauling
13875-106507,502 E Atlantic Ave,Delray Beach,US,Tony Rink
21822-191184,Linton & 4th,Delray Beach,US,Bryan Felix
8455-44904,205 E. Atlantic Ave.,Delray Beach,US,Stephen Walker
8376-23235,Via Addison,Delray Beach,US,Nora Webb
8558-75466,Destin Commons,Destin,US,Jim Appling
76435-95413,Target Destin T-2085,Destin,US,Apolonia Danley
11250-103920,Silvers Sands Outlet Mall & Hwy 98,Destin,US,Merry Pitt
10550-100278,NW 79th Ave & NW 25th St,Doral,US,Anna Cordova
2751-87002,19th St & 107th Ave,Doral,US,Angel Bashir
21315-196345,NW 41st St & NW 114th Ave,Doral,US,Thomas Black
27184-241965,SR 580 & Overcash,Dunedin,US,James Fairbanks
72113-5604,Main Store Food Court,Eglin AFB,US,William Silva
11680-105902,Prime Outlets at Ellenton,Ellenton,US,Freda Gomez
8678-66662,Miromar Outlets,Estero,US,Marion Neal
9752-96115,Coconut Point,Estero,US,Sharon Lewis
76869-127185,Super Target Coconut Point/Bonita S,Estero,US,Betty Atkins
11481-233404,14th St & Sadler,Fernandina Beach,US,Rosaura Boggs
13939-108784,76 East Palm Drive,Florida City,US,Tammie Denniston
9642-95733,Broward Health Medical Center,Fort Lauderdale,US,Bryan Adams
8303-7947,Broward & Federal,Fort Lauderdale,US,Marshall Walker
72641-32299,Super Target Lauderhill ST-1778,Fort Lauderdale,US,Pamela Rowton
22094-209644,Galt Ocean Marketplace,Fort Lauderdale,US,Donald Tate
8328-145164,Sunrise & Bayview,Fort Lauderdale,US,Mary Dole
22710-222689,FLL D Temp,Fort Lauderdale,US,Stacey Long
8528-70121,1615 N. Federal Hwy,Fort Lauderdale,US,Justin Klauer
22709-222704,FLL C Temp,Fort Lauderdale,US,Kelly Thompson
10679-96815,Davie Blvd & Federal Hwy,Fort Lauderdale,US,Jane Clark
27563-247664,FLL T1 Bag Claim,Fort Lauderdale,US,John Nicholson
8302-11741,350 Las Olas,Fort Lauderdale,US,Shirley Carpenter
16973-175144,4854 N. Federal Highway,Fort Lauderdale,US,Amanda Champ
8806-87001,17th St & 15th Ave,Fort Lauderdale,US,Michael Lee
22708-222688,FLL - Terminal B,Fort Lauderdale,US,Priscilla Bohman
76106-85289,Super Target Sawgrass ST-815,Fort Lauderdale,US,Zelda Claar
75449-106095,Nova Southeastern University,Fort Lauderdale,US,Shirley Fenton
10233-99983,Colonial Blvd & Fowler St,Fort Myers,US,Bonnie Wilbanks
75776-93137,"RSW - Ft Myers Main Term, Pre Sec",Fort Myers,US,Peter Harrison
10440-97315,First St & Broadway,Fort Myers,US,Dennis Plascencia
21155-202904,GulfCoast Town Center,Fort Myers,US,Ernestine Li
76908-128674,SuperTarget Fort Myers SW ST-2363,Fort Myers,US,Brian Temme
75774-93135,RSW - Ft Myers Pier B,Fort Myers,US,James Acevedo
19296-185805,Palomino Dr & Daniels Pkwy,Fort Myers,US,Eartha Rhoads
76474-97102,Super Target Ft Myers ST-2059,Fort Myers,US,James Fairbanks
75775-93136,RSW - Ft Myers Pier D,Fort Myers,US,Nila Anderson
76913-128675,Target Fort Myers North T-2369,Fort Myers,US,Henry Phillips
11392-105407,Edison Mall - First Level,Fort Myers,US,April Jin
11482-104462,Colonial Blvd & Forum Blvd,Fort Myers,US,Linda Meador
10152-99906,College & Winkler,Fort Myers,US,James Rodriguez
10443-97030,US 41 & Daniels,Fort Myers,US,Sandra Raygosa
75445-106098,Florida Gulf Coast University / For,Fort Myers,US,Garth Townsend
10589-101445,Eglin Pkwy & Walter Martin,Fort Walton Beach,US,Roland Safford
9906-96348,Beal Pkwy at Mary Esther,Fort Walton Beach,US,Paul Vicente
75594-10318,Harbor Beach Marriott,Ft Lauderdale,US,James Shives
70323-114971,Westin Beach Resort,Ft Lauderdale,US,Steven Lau
76449-90933,Super Target Ft Myers ST-818,Ft Myers,US,Florence Hoffman
24675-238015,FLL Rental Car Center,Ft. Lauderdale,US,Grace Roth
25222-239186,FLL Baggage Claim Temp Cafe,Ft. Lauderdale,US,Jackie Barragan
3895-108129,Target Fort Lauderdale T-1163,Ft. Lauderdale,US,William Matley
24847-217504,Macy's Galleria,Ft. Lauderdale,US,Sylvia Thompson
8330-9112,Union Street Station,Gainesville,US,Clement Horton
